"id","Protein.Name","Accession.Number","Molecular.Weight","Identified.Peptide.Count","Protein.Group.Score","Quantitative.Value","Kinter_120720_DIA_Pool_1.mzML","Kinter_120720_DIA_Pool_2.mzML","Kinter_120720_DIA_Pool_3.mzML","Kinter_120720_DIA_Sample_01_Q11_1D.mzML","Kinter_120720_DIA_Sample_02_Q11_2D.mzML","Kinter_120720_DIA_Sample_03_Q11_3D.mzML","Kinter_120720_DIA_Sample_04_Q11_3D_20210220114346.mzML","Kinter_120720_DIA_Sample_05_Q12_1D.mzML","Kinter_120720_DIA_Sample_06_Q12_2D.mzML","Kinter_120720_DIA_Sample_07_Q12_3D.mzML","Kinter_120720_DIA_Sample_08_Q12_3D_20210220125525.mzML","Kinter_120720_DIA_Sample_09_Q13_1D.mzML","Kinter_120720_DIA_Sample_10_Q13_2D.mzML","Kinter_120720_DIA_Sample_11_Q13_3D.mzML","Kinter_120720_DIA_Sample_12_Q13_3D_20210220140656.mzML","Kinter_120720_DIA_Sample_14_Q14_1D.mzML","Kinter_120720_DIA_Sample_15_Q14_2D.mzML","Kinter_120720_DIA_Sample_16_Q14_3D.mzML","Kinter_120720_DIA_Sample_17_Q15_1D.mzML","Kinter_120720_DIA_Sample_18_Q15_2D.mzML","Kinter_120720_DIA_Sample_19_Q15_3D.mzML","Kinter_120720_DIA_Sample_20_R71_1D.mzML","Kinter_120720_DIA_Sample_21_R71_2D.mzML","Kinter_120720_DIA_Sample_22_R71_3D.mzML","Kinter_120720_DIA_Sample_23_R72_1D.mzML","Kinter_120720_DIA_Sample_24_R72_2D.mzML","Kinter_120720_DIA_Sample_25_R72_3D.mzML","Kinter_120720_DIA_Sample_26_R73_1D.mzML","Kinter_120720_DIA_Sample_27_R73_2D.mzML","Kinter_120720_DIA_Sample_28_R73_3D.mzML","Kinter_120720_DIA_Sample_29_R74_1D.mzML","Kinter_120720_DIA_Sample_30_R74_2D.mzML","Kinter_120720_DIA_Sample_31_R74_3D.mzML","Kinter_120720_DIA_Sample_32_R75_1D.mzML","Kinter_120720_DIA_Sample_33_R75_2D.mzML","Kinter_120720_DIA_Sample_34_R75_3D.mzML"
"362","sp|Q8BH58|TIPRL_MOUSE TIP41-like protein OS=Mus musculus OX=10090 GN=Tiprl PE=1 SV=1","sp|Q8BH58|TIPRL_MOUSE","31 kDa",7,0.999836231,0,9332928,7523832,4936747,22629440,18292290,15492640,26840790,11745550,10180940,3483268,7230757,13621980,12041670,4029745,7291947,9773150,12653820,4660221,13209890,9219642,8504203,10568380,14972620,8205336,8454776,9383202,8812195,7140479,5937752,5501993,7576971,5523716,5311403,9787765,7653257,6607605
"363","sp|Q9EQI8|RM46_MOUSE 39S ribosomal protein L46, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl46 PE=1 SV=1","sp|Q9EQI8|RM46_MOUSE","32 kDa",6,0.999836037,0,1297794,1074945,1140662,3250324,2729450,1916039,3229688,2335701,1398481,489398.3,953276.7,1794277,1401212,658560.1,662523.6,1044110,1237589,363434.6,1460449,1250108,1175454,1574443,2254822,1136719,1948832,1712886,1305962,1918688,1528365,946935.2,1611979,1298223,1139129,1712702,1395430,1131433
"364","sp|Q9CPP6|NDUA5_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 OS=Mus musculus OX=10090 GN=Ndufa5 PE=1 SV=3","sp|Q9CPP6|NDUA5_MOUSE","13 kDa",7,0.99983602,0,160150300,176625800,183714700,320768900,259553300,243045100,386311700,192697800,186000100,135682400,152782400,221679300,204222400,166970600,173582400,199142400,180171400,160484800,209143400,206186600,187751100,181011700,153122700,187332700,159143800,148720500,167865400,130582400,146306700,145886700,151036500,155933600,156026800,143705900,170811600,170335100
"365","sp|P97478|COQ7_MOUSE 5-demethoxyubiquinone hydroxylase, mitochondrial OS=Mus musculus OX=10090 GN=Coq7 PE=1 SV=3","sp|P97478|COQ7_MOUSE","24 kDa",7,0.999835371,0,7873404,9917294,10095180,14457090,10849540,14786770,20366460,8051930,8406743,6559917,6819472,11227120,9195177,9875244,9566214,8744650,5573709,7250425,9712124,9077990,9532379,9911394,6993424,14284820,8230808,10671690,14294450,7348094,9764473,11241250,9134821,9894824,14830520,7808518,9604174,14846080
"366","sp|Q9JJZ2|TBA8_MOUSE Tubulin alpha-8 chain OS=Mus musculus OX=10090 GN=Tuba8 PE=1 SV=1","sp|Q9JJZ2|TBA8_MOUSE","50 kDa",18,0.999834544,0,17267740,15085870,14064960,29990090,31347120,15437930,25320730,23623300,23511620,11666190,17192980,25194140,24227860,13556060,21624770,22554530,27314020,16518960,21209150,23052280,14402840,16235420,20160840,17755680,19906590,19044600,16149000,16730960,16722050,12804730,16116850,15072110,11737620,17232800,15004360,13735680
"367","sp|P47754|CAZA2_MOUSE F-actin-capping protein subunit alpha-2 OS=Mus musculus OX=10090 GN=Capza2 PE=1 SV=3","sp|P47754|CAZA2_MOUSE","33 kDa",9,0.99983432,0,15499770,17922320,15968780,28447950,25174030,20422890,26566600,20944490,20535180,11548920,16347700,21930700,20827240,12785510,14051690,23732440,22465380,15396480,18008590,19818660,14102680,18586660,15383130,15922060,16964600,16281580,16241180,13332680,12348620,13511840,14662190,13811450,15638510,13579930,13530280,12301960
"368","sp|Q8K157|GALM_MOUSE Aldose 1-epimerase OS=Mus musculus OX=10090 GN=Galm PE=1 SV=1","sp|Q8K157|GALM_MOUSE","38 kDa",4,0.999834215,0,2980459,3452822,1714619,15300390,8515939,5683630,23142180,4797411,4250000,504905.8,1667817,4784402,3955452,1054332,2330419,4892554,3906830,1448051,4028864,3385145,1810849,4174927,3972282,1560969,3208707,2931563,1345927,2242682,2127639,1245694,2720221,2591131,1234442,3206101,2724340,2261034
"369","sp|Q9CPY7|AMPL_MOUSE Cytosol aminopeptidase OS=Mus musculus OX=10090 GN=Lap3 PE=1 SV=3","sp|Q9CPY7|AMPL_MOUSE","56 kDa",19,0.999833642,0,78201950,77719950,69517090,129930300,109509200,89301560,131152600,85473380,78327840,41294200,60088510,96403160,93732240,52946630,66828930,81364100,91375790,64218140,87598810,90102370,64455980,84447370,91452380,70351880,79503950,83146260,66264140,71639820,70316360,56272670,70735750,69564880,56001970,73807200,72390500,60447620
"370","sp|P09925|SURF1_MOUSE Surfeit locus protein 1 OS=Mus musculus OX=10090 GN=Surf1 PE=1 SV=3","sp|P09925|SURF1_MOUSE","35 kDa",3,0.999833249,0,1715306,1760703,2422469,1959489,2113138,2237163,1996493,1510599,1204737,1510904,1882928,1448722,1944989,1933117,1840240,1268963,1812273,1489943,1827876,1977840,1693631,2558878,2728764,2775893,2245587,1909374,2081517,1629058,1906016,1690122,2262723,1658142,1372382,2231484,1967003,1658641
"371","sp|P31428|DPEP1_MOUSE Dipeptidase 1 OS=Mus musculus OX=10090 GN=Dpep1 PE=1 SV=2","sp|P31428|DPEP1_MOUSE","46 kDa",8,0.999832628,0,11372330,12024570,9093382,20697500,19058510,15830590,24768430,14256520,14330960,6197939,9638020,14946580,13959050,9093033,9961601,10915750,11309690,8080998,10694090,12286060,11799980,13114250,14184060,13605770,12138120,14617870,13178920,11832470,12149600,12175100,12470730,11473730,12803960,12177750,13638650,13837680
"372","sp|Q9JKS4|LDB3_MOUSE LIM domain-binding protein 3 OS=Mus musculus OX=10090 GN=Ldb3 PE=1 SV=1","sp|Q9JKS4|LDB3_MOUSE","76 kDa",19,0.999831517,0,240554300,237150900,237544400,430948300,383859500,314979600,410759300,256085100,236560100,140363100,203655000,341654700,333887100,205722600,251034600,418889000,422476000,305366400,278332500,289143200,204772100,220567800,210900500,193707600,211950700,203548200,175993200,177639400,181291300,150690000,160445700,155505200,127913500,198301100,189854700,165572600
"373","sp|Q9D819|IPYR_MOUSE Inorganic pyrophosphatase OS=Mus musculus OX=10090 GN=Ppa1 PE=1 SV=1","sp|Q9D819|IPYR_MOUSE","33 kDa",15,0.999830571,0,41549200,41154300,37321040,79229540,61776050,48518610,74610320,54089600,48172940,26006500,35867950,52169510,50880350,31912620,34873590,46367840,49078770,33007950,47974530,46185580,36928430,50452230,50606630,42257430,53176170,51176400,42614520,40076650,41824650,34990460,39073190,37667170,36563590,39728660,38961770,37490290
"374","sp|O08709|PRDX6_MOUSE Peroxiredoxin-6 OS=Mus musculus OX=10090 GN=Prdx6 PE=1 SV=3","sp|O08709|PRDX6_MOUSE","25 kDa",12,0.999830563,0,339163300,329376500,209586100,657552200,483421700,245692200,462805600,433213100,382794600,138123700,237469300,433787100,421202300,154610300,212114600,413313500,372113900,206181200,384804700,343182600,219444600,341172700,332573600,196620000,318228400,272868900,201643600,273846200,216922100,159587900,252961400,238990100,161614000,287054900,265351400,179142900
"375","sp|Q9JMC3|DNJA4_MOUSE DnaJ homolog subfamily A member 4 OS=Mus musculus OX=10090 GN=Dnaja4 PE=1 SV=1","sp|Q9JMC3|DNJA4_MOUSE","45 kDa",8,0.999829513,0,23660920,27543020,26942420,49189680,41858370,39847620,47833310,33860850,32998390,15020120,23938820,29587640,31714050,11904160,24492220,32080060,34702130,25629070,35614720,28372780,25110320,31827240,28187900,23579280,21651560,21662640,16569220,20460330,22559460,18442980,25257920,20274740,16996950,19797520,23747090,22255700
"376","sp|Q9Z0P5|TWF2_MOUSE Twinfilin-2 OS=Mus musculus OX=10090 GN=Twf2 PE=1 SV=1","sp|Q9Z0P5|TWF2_MOUSE","39 kDa",9,0.99982927,0,4516037,4131289,3137102,9819767,18733430,5875501,9644731,6057233,7241332,1413000,3106937,7081726,5097093,2990802,3747330,4781839,5121997,1898601,5250395,4800773,2471844,4547289,4209651,50659170,7767456,4086464,3345197,4069307,3378024,2530600,3505352,3635016,2793875,3648323,6909954,2154421
"377","sp|P05132|KAPCA_MOUSE cAMP-dependent protein kinase catalytic subunit alpha OS=Mus musculus OX=10090 GN=Prkaca PE=1 SV=3","sp|P05132|KAPCA_MOUSE","41 kDa",8,0.999829195,0,3128207,2854733,1835558,7003082,4819585,1110533,4621693,4042867,4071184,901592.8,2038470,4287325,3704185,1135081,1408933,4114774,3787773,1710287,3587646,3073595,1511774,4428634,4037114,2834762,3431152,3254284,2001378,2725641,1943153,1470964,2239539,2405736,1559132,2702232,2679374,2559580
"378","sp|Q05920|PYC_MOUSE Pyruvate carboxylase, mitochondrial OS=Mus musculus OX=10090 GN=Pc PE=1 SV=1","sp|Q05920|PYC_MOUSE","130 kDa",19,0.999829108,0,45324990,43524600,42326990,79805510,62268390,55583150,87225950,47440100,44087820,19529900,31674410,57783920,55766900,29734680,40667030,44586490,46026280,28041120,51263120,49812200,36206770,49737930,54656440,39313870,49830360,48209610,39691950,38360500,38645050,29790560,48568440,45062500,39943020,49683890,44259650,36565640
"379","sp|Q9D6U8|F162A_MOUSE Protein FAM162A OS=Mus musculus OX=10090 GN=Fam162a PE=1 SV=1","sp|Q9D6U8|F162A_MOUSE","18 kDa",7,0.999828887,0,47326420,43005540,32737910,59781790,51082260,31924540,56563500,45289130,43383520,16000900,26854790,49799620,46998170,20824360,27097990,42309760,45527840,25652440,50966120,46369870,27685360,47759210,43725390,32978720,43561220,43111350,31756800,38255600,37599200,30243680,41449100,41495410,30167970,47267320,43270210,34884850
"380","tr|Q7TNL5|Q7TNL5_MOUSE Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit OS=Mus musculus OX=10090 GN=Ppp2r5d PE=1 SV=1","tr|Q7TNL5|Q7TNL5_MOUSE","69 kDa",7,0.999828505,0,2689997,2572716,2523043,2898928,2432389,3002634,2878780,2573999,2805646,1499992,2176110,2365588,2230225,2167295,1990784,2179386,2280158,1714615,2247185,2278567,1656282,2444418,2255079,2761997,2716642,2205121,2517193,2052977,2447807,1910760,2085504,1945230,1945790,1785769,1882254,1716169
"381","sp|Q91YT0|NDUV1_MOUSE NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Mus musculus OX=10090 GN=Ndufv1 PE=1 SV=1","sp|Q91YT0|NDUV1_MOUSE","51 kDa",20,0.999828119,0,743075100,745066900,708268300,1577819000,1188541000,1108788000,1820761000,907294800,805964300,466805600,595350400,981104900,930253300,627247000,761269400,771282900,792049300,599671100,909842600,922537300,732759800,822027700,773735900,696018600,696301400,721257600,603696900,614116700,621522800,605797700,721769400,635729300,650533400,656729700,740794200,736630100
"382","sp|Q8VBT1|TXLNB_MOUSE Beta-taxilin OS=Mus musculus OX=10090 GN=Txlnb PE=1 SV=2","sp|Q8VBT1|TXLNB_MOUSE","77 kDa",25,0.999827741,0,81206400,71331290,74323420,132798400,107766300,95558100,115674100,87454850,83500950,45428320,65174380,98420780,94196300,51815180,63970710,79095260,82226970,57149620,76278720,78704820,54813290,86439220,87254490,68873140,84193150,80856750,59101930,63495710,62711900,54311870,60418360,50616190,47668260,71994740,64855940,61494260
"383","sp|Q01339|APOH_MOUSE Beta-2-glycoprotein 1 OS=Mus musculus OX=10090 GN=Apoh PE=1 SV=1","sp|Q01339|APOH_MOUSE","39 kDa",7,0.999827497,0,6953816,6282257,5371167,9123054,6772233,4591246,8835311,2933144,2965874,1576934,1973389,7466728,7446751,5269210,5778709,6126587,7004236,5433513,7110476,6330331,6350770,6409627,7522808,6524111,7454744,7568307,6996795,8607394,9431189,7856470,10980650,8545274,8372091,9368317,8603869,7775033
"384","sp|Q60931|VDAC3_MOUSE Voltage-dependent anion-selective channel protein 3 OS=Mus musculus OX=10090 GN=Vdac3 PE=1 SV=1","sp|Q60931|VDAC3_MOUSE","31 kDa",8,0.999826895,0,267821200,276741800,195397200,366113500,362616300,171497800,353033000,308895700,274967000,112750200,192219800,301851000,277704300,137537500,206973700,253778700,257438300,151256200,255639000,259332200,157395700,346747500,340528200,219437800,282167600,266926400,187338000,268822300,218005600,156528200,283101100,270916600,182294100,284770200,278832300,184448800
"385","sp|Q9D8B4|NDUAB_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11 OS=Mus musculus OX=10090 GN=Ndufa11 PE=1 SV=2","sp|Q9D8B4|NDUAB_MOUSE","15 kDa",5,0.999826213,0,53382200,54475330,40896960,83747380,71658470,47312910,75255420,57779790,53846950,25961660,36514170,72504570,61034160,34467760,51837660,50911870,49588250,34927510,58511150,55970920,34644190,62372880,53444370,40041990,46137330,36864950,28896550,35338010,27822830,22867520,39344360,36319000,25692380,45519040,38842680,27964930
"386","sp|P57776|EF1D_MOUSE Elongation factor 1-delta OS=Mus musculus OX=10090 GN=Eef1d PE=1 SV=3","sp|P57776|EF1D_MOUSE","31 kDa",8,0.99982597,0,55027050,51761790,45403390,108958000,80346830,46989090,126793800,64166120,62013420,27792450,43372660,60796060,64174300,34899560,43189470,70234800,69027280,37968460,63407440,63937420,43253250,49965190,56374220,36670820,62760800,61151550,43232740,49748470,48699910,34741060,43381620,39029160,34987230,51744230,51384440,40019230
"387","sp|Q8BGH2|SAM50_MOUSE Sorting and assembly machinery component 50 homolog OS=Mus musculus OX=10090 GN=Samm50 PE=1 SV=1","sp|Q8BGH2|SAM50_MOUSE","52 kDa",15,0.999825926,0,133140300,127819700,113891400,202386700,158267400,114250800,193397700,129199700,111069800,68847060,97007740,145057800,138070100,85382590,109573900,120445200,118523600,93856340,126152500,128921400,101717100,181867500,172381000,150761100,142170400,131591400,113064100,106417000,111386900,90848600,129744700,114293000,99480700,147882000,132687900,114604900
"388","sp|O08749|DLDH_MOUSE Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Dld PE=1 SV=2","sp|O08749|DLDH_MOUSE","54 kDa",14,0.999825919,0,568333700,573617200,502962100,1049973000,933878100,750218700,1138236000,620351500,604037700,289251800,432692100,712153100,672493700,420427900,498578900,604961600,590819500,400269200,657952300,665847500,465078500,719719800,671651000,584744100,609659800,553803600,470198500,485807600,494656300,384444100,543795300,531583700,446551800,583631900,601365600,498478200
"389","sp|O35129|PHB2_MOUSE Prohibitin-2 OS=Mus musculus OX=10090 GN=Phb2 PE=1 SV=1","sp|O35129|PHB2_MOUSE","33 kDa",15,0.999825621,0,433766200,431676600,386610500,638256900,576388700,482993100,681571400,447040400,402262300,210734300,308474100,482440800,430586000,260817100,321759300,405276900,424275900,271993100,447901100,434738800,330102000,526578600,562969000,457534900,436243100,433105600,378554000,423882900,423340600,346371500,447287800,414884800,360521000,436846000,425723400,377097900
"390","sp|Q9D6Y9|GLGB_MOUSE 1,4-alpha-glucan-branching enzyme OS=Mus musculus OX=10090 GN=Gbe1 PE=1 SV=1","sp|Q9D6Y9|GLGB_MOUSE","80 kDa",16,0.999825435,0,36946520,35925260,34290240,65305320,55964100,66229450,88343310,40327770,37589460,21290490,31284100,38772380,39732150,22334470,31924080,35841100,39306320,27272190,38741650,38539110,28279660,36819000,37142400,31891820,38368000,42481610,36966240,32119950,31954380,30886150,30657620,27932160,27935870,40716040,37213760,36123970
"391","sp|Q64105|SPRE_MOUSE Sepiapterin reductase OS=Mus musculus OX=10090 GN=Spr PE=1 SV=1","sp|Q64105|SPRE_MOUSE","28 kDa",14,0.999822793,0,326203600,308197900,275144500,567474400,501642900,408768900,542142800,388416200,344832500,199369500,293481500,376312900,375660700,219098400,259861200,329110400,351041700,235115700,346795500,361905100,264577000,307011000,342275000,258541300,308606200,310419600,246849500,281829500,272403200,220777600,276477600,254870000,212162100,295370100,268356900,228212400
"392","sp|P32261|ANT3_MOUSE Antithrombin-III OS=Mus musculus OX=10090 GN=Serpinc1 PE=1 SV=1","sp|P32261|ANT3_MOUSE","52 kDa",16,0.99982265,0,58754940,55374400,48434990,85751430,64169220,58347050,102929500,43971890,38548090,17725990,25203760,70277310,63242590,35712420,43858530,52222290,53923150,33082690,60155050,57101630,40354030,52802660,48539550,47415720,59955520,58656580,50152720,65635340,69932160,54929020,64743310,62419600,51441400,61561750,62827890,55863970
"393","tr|G5E8J6|G5E8J6_MOUSE Histidine rich calcium binding protein, isoform CRA_a OS=Mus musculus OX=10090 GN=Hrc PE=1 SV=1","tr|G5E8J6|G5E8J6_MOUSE","85 kDa",17,0.999822446,0,89802230,99889060,68018020,106482700,122434500,144823500,192644900,108818800,95895700,35176660,62768730,95327140,107257100,53145240,71063710,94655580,110868300,57977680,94118560,100174300,68909980,106837700,101773100,75707010,81830770,103206100,70854130,92841460,95151570,70176300,74516090,61181230,22605880,89164300,86215810,66507740
"394","sp|P15105|GLNA_MOUSE Glutamine synthetase OS=Mus musculus OX=10090 GN=Glul PE=1 SV=6","sp|P15105|GLNA_MOUSE","42 kDa",10,0.999822422,0,9863314,11825250,12735020,13318500,11421640,13312640,16017780,7991432,7451740,4883757,6243927,9458784,7910585,8093002,9163511,8419786,8967611,6525937,12182630,12844180,12056220,12031160,11109420,12640010,12987540,13020550,8884465,11134770,13147600,14063650,12418970,12885390,16080970,16730900,18351960,22538640
"395","Group of sp|P01843|LAC1_MOUSE Ig lambda-1 chain C region OS=Mus musculus OX=10090 PE=1 SV=1","sp|P01843|LAC1_MOUSE (+1)","0",2,0.999822261,0,545906.5,500027.8,171317.4,1187397,505647.5,981782.7,2038479,1671858,1478070,188308.9,417261.3,255144.1,193295.8,6358.54,32325.47,307237.7,177272.9,33111.4,2431329,2029343,1040036,392495.2,350431.7,120921.8,201769.9,185917,68768.79,1181309,1002800,700044.5,1060682,852829.9,607068.2,191810.6,142916.1,126043.3
"395.1","sp|P01843|LAC1_MOUSE Ig lambda-1 chain C region OS=Mus musculus OX=10090 PE=1 SV=1","sp|P01843|LAC1_MOUSE","12 kDa",2,0.999822261,0,545906.5,500027.8,171317.4,1187397,505647.5,981782.7,2038479,1671858,1478070,188308.9,417261.3,255144.1,193295.8,6358.54,32325.47,307237.7,177272.9,33111.4,2431329,2029343,1040036,392495.2,350431.7,120921.8,201769.9,185917,68768.79,1181309,1002800,700044.5,1060682,852829.9,607068.2,191810.6,142916.1,126043.3
"395.2","tr|A0A0G2JE99|A0A0G2JE99_MOUSE Immunoglobulin lambda constant 1 (Fragment) OS=Mus musculus OX=10090 GN=Iglc1 PE=4 SV=1","tr|A0A0G2JE99|A0A0G2JE99_MOUSE","12 kDa",2,0.999822261,0,545906.5,500027.8,171317.4,1187397,505647.5,981782.7,2038479,1671858,1478070,188308.9,417261.3,255144.1,193295.8,6358.54,32325.47,307237.7,177272.9,33111.4,2431329,2029343,1040036,392495.2,350431.7,120921.8,201769.9,185917,68768.79,1181309,1002800,700044.5,1060682,852829.9,607068.2,191810.6,142916.1,126043.3
"396","sp|Q8R146|APEH_MOUSE Acylamino-acid-releasing enzyme OS=Mus musculus OX=10090 GN=Apeh PE=1 SV=3","sp|Q8R146|APEH_MOUSE","82 kDa",13,0.99982222,0,24172960,23468730,18302250,38590860,28326210,24892120,32652360,29321520,27739560,10410390,17735510,25266630,21435560,10956370,14753680,20569570,20681690,12168630,24683050,20829960,15065590,22149990,22731590,15640810,24829530,25409320,17718890,31742020,25198150,20178290,29056230,25225750,18701470,25472510,22988940,18798360
"397","sp|Q78IK4|MIC27_MOUSE MICOS complex subunit Mic27 OS=Mus musculus OX=10090 GN=Apool PE=1 SV=1","sp|Q78IK4|MIC27_MOUSE","29 kDa",11,0.999822104,0,146695900,134063000,128536900,225652600,195440100,187505500,244198000,143576900,132265500,77321530,106019100,147718700,141942700,81746360,104320500,129200800,134820500,90856180,139837000,132839500,98887090,181185500,184854700,145003900,154550300,146642100,127780200,154590300,143780700,116533600,153575300,143815700,124732000,159201200,140583100,128412500
"398","sp|Q6P3A8|ODBB_MOUSE 2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Bckdhb PE=1 SV=2","sp|Q6P3A8|ODBB_MOUSE","43 kDa",8,0.999821861,0,18233980,17297950,13514230,36265610,29596870,16931930,37220950,22732490,20451390,9039429,15692760,25684170,22781460,12640860,15645690,17079470,19198380,13424210,21083150,20481480,15529500,23473600,19770200,15685830,19096040,18178710,11759760,16453400,14323500,11208690,15961000,15728570,12318980,16985140,15888350,12366340
"399","sp|O54988|SLK_MOUSE STE20-like serine/threonine-protein kinase OS=Mus musculus OX=10090 GN=Slk PE=1 SV=2","sp|O54988|SLK_MOUSE","141 kDa",19,0.999821408,0,18713780,16557110,14187880,44590900,26456860,47597710,49901540,21927280,17125870,6978658,11973870,19933190,19071860,14889850,15227450,24024530,22622790,16526820,18945950,17711070,11559330,20391230,22192960,18922190,19839060,19753600,18986620,17984550,15335920,12762940,16778050,14978470,12841500,18140540,18083890,16794990
"400","sp|P06151|LDHA_MOUSE L-lactate dehydrogenase A chain OS=Mus musculus OX=10090 GN=Ldha PE=1 SV=3","sp|P06151|LDHA_MOUSE","36 kDa",24,0.99982119,0,1894720000,1835466000,1377799000,4063489000,3258521000,2953143000,4687851000,2385166000,2062500000,818767000,1359275000,2328549000,2137765000,1080457000,1488323000,1878092000,1906631000,1.119e+09,1999465000,1842856000,1180379000,2107755000,2264165000,1638254000,1825694000,1747305000,1326602000,1662725000,1591603000,1126866000,1740733000,1603939000,1253748000,1674667000,1499914000,1276534000
"401","sp|P15626|GSTM2_MOUSE Glutathione S-transferase Mu 2 OS=Mus musculus OX=10090 GN=Gstm2 PE=1 SV=2","sp|P15626|GSTM2_MOUSE","26 kDa",18,0.999821086,0,98517330,93398470,70965460,233584200,180977100,122177000,213008000,147728100,136682400,60441720,93376940,156085400,131546000,73517660,105153300,129598900,122795100,83693610,123426000,112804200,84388150,94614950,106743500,88195610,76216930,87479150,75544590,70681630,78868490,62113940,83332150,70760910,62550570,81788470,81659350,69488320
"402","sp|Q9CZ42|NNRD_MOUSE ATP-dependent (S)-NAD(P)H-hydrate dehydratase OS=Mus musculus OX=10090 GN=Naxd PE=1 SV=1","sp|Q9CZ42|NNRD_MOUSE","37 kDa",8,0.999820707,0,5461949,5775727,4225293,10783460,8217904,3215605,8184398,7488411,6996949,2983573,5072217,9136235,6814876,3095751,3217749,5968538,6763323,3530458,6293089,7327493,3528273,6317229,7088697,4851765,7640780,6940520,5970983,5932187,5039714,4398860,5091176,5266208,4593157,5601008,5900966,4451630
"403","sp|Q9DCL9|PUR6_MOUSE Multifunctional protein ADE2 OS=Mus musculus OX=10090 GN=Paics PE=1 SV=4","sp|Q9DCL9|PUR6_MOUSE","47 kDa",16,0.999820694,0,34836970,30161710,25956010,62554690,49894250,27962780,57501460,44875170,37386050,20218150,31676050,43441010,42516000,22811620,27504340,33397870,36710170,24584110,36951190,34790260,28555700,40547990,40107290,29049910,34429370,34469320,29548780,27116030,28261560,23734340,32912050,28435460,24367540,33912830,30679200,26672050
